# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 II: EXPERIMENT AND THREE-YEAR DATA SET
# http://bicepkeck.org/
#
# File: B2_frequency_spectrum_20141216.txt
# Date: 2014-12-16
#
# BICEP2 150 GHz band frequency spectrum as in BICEP2 II Fig. 11.
#   Column 1 = frequency in GHz
#   Column 2 = response to a source with uniform spectral radiance
#   Column 3 = response to a source with Rayleigh-Jeans spectrum
#
# Spectra are given for a beam filling source and have been peak-normalized.
# Negative values are at the noise level of the Fourier-transform spectroscopy
# measurement.
#
# This file replaces B2_frequency_spectrum_20140626.txt. It has been corrected
# to provide appropriate response of BICEP2 to an extended source. 
# Additionally, we now provide the bandpass in two formats. Response to a 
# source with uniform spectral radiance (column 2) matches the convention used
# in the Planck Reduced Instrument Model (http://pla.esac.esa.int/pla, see 
# Planck 2013 results IX). Response to a source with Rayleigh-Jeans spectrum 
# (column 3) matches the convention used in previous BICEP Collaboration 
# publications, as well as the WMAP bandpass files available on LAMBDA
# (http://lambda.gsfc.nasa.gov).
#
60.00,0.00000,0.00000
60.60,-0.01311,-0.00219
61.20,-0.01110,-0.00189
61.80,-0.01046,-0.00181
62.40,-0.00985,-0.00174
63.00,-0.00897,-0.00162
63.60,-0.00828,-0.00152
64.20,-0.00819,-0.00153
64.80,-0.00795,-0.00152
65.40,-0.00720,-0.00140
66.00,-0.00624,-0.00123
66.60,-0.00532,-0.00107
67.20,-0.00482,-0.00099
67.80,-0.00527,-0.00110
68.40,-0.00604,-0.00128
69.00,-0.00577,-0.00125
69.60,-0.00421,-0.00093
70.20,-0.00263,-0.00059
70.80,-0.00174,-0.00040
71.40,-0.00110,-0.00025
72.00,-0.00010,-0.00002
72.60,0.00104,0.00025
73.20,0.00176,0.00043
73.80,0.00225,0.00056
74.40,0.00281,0.00071
75.00,0.00308,0.00079
75.60,0.00309,0.00080
76.20,0.00326,0.00086
76.80,0.00342,0.00092
77.40,0.00357,0.00097
78.00,0.00402,0.00111
78.60,0.00474,0.00133
79.20,0.00543,0.00155
79.80,0.00622,0.00180
80.40,0.00691,0.00203
81.00,0.00709,0.00211
81.60,0.00699,0.00211
82.20,0.00684,0.00210
82.80,0.00693,0.00216
83.40,0.00734,0.00232
84.00,0.00790,0.00253
84.60,0.00820,0.00266
85.20,0.00819,0.00270
85.80,0.00841,0.00281
86.40,0.00884,0.00300
87.00,0.00898,0.00309
87.60,0.00900,0.00314
88.20,0.00897,0.00317
88.80,0.00868,0.00311
89.40,0.00855,0.00310
90.00,0.00871,0.00321
90.60,0.00897,0.00334
91.20,0.00902,0.00341
91.80,0.00884,0.00338
92.40,0.00862,0.00334
93.00,0.00849,0.00333
93.60,0.00875,0.00348
94.20,0.00909,0.00366
94.80,0.00862,0.00352
95.40,0.00792,0.00327
96.00,0.00785,0.00329
96.60,0.00821,0.00348
97.20,0.00848,0.00364
97.80,0.00828,0.00360
98.40,0.00764,0.00336
99.00,0.00728,0.00324
99.60,0.00761,0.00343
100.20,0.00817,0.00372
100.80,0.00809,0.00373
101.40,0.00733,0.00342
102.00,0.00657,0.00310
102.60,0.00632,0.00302
103.20,0.00653,0.00316
103.80,0.00685,0.00335
104.40,0.00676,0.00335
105.00,0.00625,0.00313
105.60,0.00590,0.00299
106.20,0.00595,0.00304
106.80,0.00596,0.00309
107.40,0.00554,0.00290
108.00,0.00479,0.00253
108.60,0.00413,0.00221
109.20,0.00404,0.00219
109.80,0.00428,0.00235
110.40,0.00444,0.00246
111.00,0.00432,0.00242
111.60,0.00427,0.00242
112.20,0.00509,0.00291
112.80,0.00774,0.00447
113.40,0.01222,0.00714
114.00,0.01610,0.00950
114.60,0.01643,0.00980
115.20,0.01465,0.00883
115.80,0.01560,0.00950
116.40,0.02106,0.01295
117.00,0.02720,0.01691
117.60,0.03004,0.01886
118.20,0.02940,0.01865
118.80,0.02996,0.01920
119.40,0.03780,0.02447
120.00,0.05085,0.03325
120.60,0.06005,0.03966
121.20,0.06204,0.04138
121.80,0.06582,0.04434
122.40,0.08316,0.05657
123.00,0.11380,0.07817
123.60,0.14500,0.10058
124.20,0.16327,0.11435
124.80,0.17712,0.12526
125.40,0.21370,0.15258
126.00,0.27690,0.19961
126.60,0.33623,0.24468
127.20,0.36234,0.26619
127.80,0.36655,0.27183
128.40,0.38925,0.29139
129.00,0.44279,0.33457
129.60,0.49595,0.37823
130.20,0.52374,0.40313
130.80,0.54239,0.42134
131.40,0.58497,0.45859
132.00,0.66090,0.52286
132.60,0.73854,0.58961
133.20,0.78131,0.62942
133.80,0.79876,0.64928
134.40,0.82494,0.67660
135.00,0.86483,0.71565
135.60,0.89620,0.74822
136.20,0.90264,0.76028
136.80,0.88747,0.75411
137.40,0.87004,0.74580
138.00,0.86699,0.74968
138.60,0.87994,0.76751
139.20,0.90400,0.79534
139.80,0.92884,0.82426
140.40,0.94104,0.84226
141.00,0.94407,0.85221
141.60,0.95455,0.86902
